sourcename sourcetype first_login_usertype qudao_type channel_category credit_bin firstchuo edu chuomode message_count_default boappnum biglinetype usertype jdcredit_score umeng_score risk_score pretax final_score td_3m td_1m cmax omax vcard rph rpo rpc query1m hoverdue2y ooverdue2y coverdue2y repaybin citylevel_bin
资产大额秋成科技 app 发标未成交 APP APP贷超 11 2018-08-07 4无学历 wb 0 2 APP 2发标未成交 NA 689 31 02k-05k 36 1 1 NA NA NA NA NA NA NA NA NA NA 4 5线
资产大额秋成科技 app 发标未成交 APP APP贷超 8 2018-08-02 4无学历 tb 0 9 APP 2发标未成交 601.99 705 46 0-0 68 0 7 NA NA NA NA NA NA NA NA NA NA 3 4线
百融白名单 app 有额未发标 APP APP贷超 1 2018-08-07 3专科 wb -1 0 APP 2发标未成交 747.94 NA 24 0-0 44 0 1 63658 60000 9 0 17773 17490 9 0 0 1 1 3线
大额广点通 app 戳额无额度 APP APP信息流 -1 2018-08-05 4无学历 xiaoe_m -1 0 M站 1戳额无额度 NA 508 24 missing 23 0 0 NA NA NA NA NA NA NA NA NA NA 1 3线
资产大额秋成科技 app 发标未成交 APP APP贷超 2 2018-07-31 4无学历 tb 0 6 APP 2发标未成交 648.28 503 68 02k-05k 29 0 0 8675 7500 6 0 887 2532 1 0 0 0 5 5线
百融白名单 app 发标未成交 APP APP贷超 7 2018-08-02 4无学历 wb -1 0 APP 2发标未成交 NA 663 36 02k-05k 23 5 2 NA NA NA NA NA NA NA NA NA NA 1 4线
今日头条大额2 app 发标未成交 APP APP信息流 -1 2018-07-29 4无学历 xiaoe_m -1 0 M站 2发标未成交 NA 557 61 missing 4 0 0 NA NA NA NA NA NA NA NA NA NA 4 6线及以下
大额广点通 app 发标未成交 APP APP信息流 11 2018-07-23 4无学历 tb 0 2 APP 2发标未成交 630.59 570 71 missing 2 0 0 NA NA NA NA NA NA NA NA NA NA 5 5线
今日头条大额 app 发标未成交 APP APP信息流 6 2018-08-08 4无学历 tb 0 2 APP 2发标未成交 649.84 627 65 0-0 6 1 1 NA NA NA NA NA NA NA NA NA NA 2 3线
资产大额秋成科技 app 发标未成交 APP APP贷超 -1 2018-07-24 4无学历 xiaoe_m -1 0 M站 2发标未成交 NA 427 73 missing NA NA NA 1000 5500 1 0 212 0 3 0 0 0 5 5线
大额广点通1 app 戳额无额度 APP APP信息流 8 2018-07-28 4无学历 wb 0 13 APP 2发标未成交 643.95 485 82 missing 36 0 0 NA NA NA NA NA NA NA NA NA NA 5 5线
资产大额秋成科技 app 有额未发标 APP APP贷超 10 2018-08-11 4无学历 tb 0 9 APP 4有额未发标 NA NA 28 missing 25 0 0 NA NA NA NA NA NA NA NA NA NA 5 4线
广点通 app 发标未成交 APP APP信息流 1 2018-07-17 4无学历 wb 0 3 APP 2发标未成交 NA 588 51 02k-05k 3 0 0 NA NA NA NA NA NA NA NA NA NA 5 2线
大额广点通1 app 发标未成交 APP APP信息流 3 2018-07-31 4无学历 bb 0 4 APP 2发标未成交 647.48 686 29 05k-08k 27 0 0 31016 37500 8 0 4580 14034 2 0 0 9 4 4线
广点通 app 戳额无额度 APP APP信息流 2 2018-07-19 4无学历 tb 1 11 APP 1戳额无额度 625.78 478 37 02k-05k 33 0 2 NA NA NA NA NA NA NA NA NA NA 3 4线
神马SEM大额 app 发标未成交 APP APP信息流 11 2018-07-26 4无学历 wb 0 2 APP 2发标未成交 NA 344 66 missing 53 21 18 NA NA NA NA NA NA NA NA NA NA 4 2线
资产大额秋成科技 app 发标未成交 APP APP贷超 1 2018-07-31 3专科 tb 0 31 APP 2发标未成交 654.09 611 48 02k-05k 40 4 0 NA NA NA NA NA NA NA NA NA NA 1 3线
粉丝通凯美大额 app 发标未成交 APP APP信息流 3 2018-08-03 4无学历 tb -1 2 APP 2发标未成交 631.93 711 36 0-02k 3 0 0 NA NA NA NA NA NA NA NA NA NA 3 6线及以下
百融白名单 app 发标未成交 APP APP贷超 2 2018-08-06 2本科 wb 0 7 APP 2发标未成交 634.64 769 55 08k-15k 46 4 3 NA NA NA NA NA NA NA NA NA NA 1 6线及以下
资产大额秋成科技 app 发标未成交 APP APP贷超 1 2018-07-27 3专科 wb 4 9 APP 2发标未成交 640.69 703 70 missing 76 0 0 NA NA NA NA NA NA NA NA NA NA 3 2线
亿玛dsp app 发标未成交 APP APP信息流 10 2018-08-02 4无学历 tb 0 28 APP 2发标未成交 NA 636 78 missing 80 3 3 NA NA NA NA NA NA NA NA NA NA 5 6线及以下
百融白名单 app 发标未成交 APP APP贷超 9 2018-08-01 4无学历 gjj -1 0 APP 2发标未成交 646.78 705 56 02k-05k 62 0 0 NA NA NA NA NA NA NA NA NA NA 1 6线及以下
资产大额秋成科技 app 戳额无额度 APP APP贷超 -1 2018-07-21 4无学历 xiaoe_m -1 0 M站 5纯新 NA 481 78 missing NA NA NA NA NA NA NA NA NA NA NA NA NA 5 4线
广点通 app 发标未成交 APP APP信息流 16 2018-07-23 4无学历 wb 0 2 APP 2发标未成交 607.31 309 33 missing 58 11 1 NA NA NA NA NA NA NA NA NA NA 3 5线
资产大额秋成科技 app 发标未成交 APP APP贷超 1 2018-08-09 4无学历 wb 0 5 APP 2发标未成交 637.21 532 53 missing 57 9 8 -1 3000 -1 0 186 NA 9 0 0 -1 2 3线
亿玛dsp app 发标未成交 APP APP信息流 8 2018-08-12 4无学历 tb 0 3 APP 2发标未成交 635.42 337 93 missing 70 15 5 NA NA NA NA NA NA NA NA NA NA 5 5线
资产大额秋成科技 app 发标未成交 APP APP贷超 -1 2018-07-26 4无学历 xiaoe_m -1 0 M站 2发标未成交 605.28 517 55 02k-05k 78 0 0 NA NA NA NA NA NA NA NA NA NA NA 2线
原点时空大额 app 发标未成交 APP APP信息流 -1 2018-07-17 4无学历 xiaoe_m -1 0 M站 2发标未成交 NA NA 62 missing 11 3 1 NA NA NA NA NA NA NA NA NA NA 4 3线
资产大额秋成科技 app 发标未成交 APP APP贷超 2 2018-08-03 4无学历 tb 3 7 APP 2发标未成交 NA 579 28 0-0 19 0 0 NA NA NA NA NA NA NA NA NA NA 2 3线
神马SEM大额 app 发标未成交 APP APP信息流 1 2018-08-11 4无学历 tb 0 11 APP 2发标未成交 666.61 630 25 02k-05k 61 4 1 NA NA NA NA NA NA NA NA NA NA 5 4线
广点通 app 发标未成交 APP APP信息流 5 2018-08-11 4无学历 wb 0 2 APP 2发标未成交 NA 420 81 missing 10 0 0 NA NA NA NA NA NA NA NA NA NA 5 3线
资产大额秋成科技 app 发标未成交 APP APP贷超 7 2018-07-22 4无学历 tb 0 3 APP 2发标未成交 NA 626 69 missing 15 1 0 NA NA NA NA NA NA NA NA NA NA 4 2线
资产大额秋成科技 app 发标未成交 APP APP贷超 4 2018-08-12 4无学历 tb 0 4 APP 2发标未成交 NA 642 37 02k-05k 18 0 0 -1 45000 -1 0 1365 NA 0 0 0 -1 3 4线
广点通 app 戳额无额度 APP APP信息流 9 2018-08-03 4无学历 wb 0 6 APP 4有额未发标 NA 490 45 05k-08k 28 0 0 NA NA NA NA NA NA NA NA NA NA 4 2线
大额广点通1 app 发标未成交 APP APP信息流 4 2018-07-31 4无学历 wb 0 1 APP 2发标未成交 NA 495 66 05k-08k 2 0 0 -1 80000 -1 3460.206185567 0 NA 1 0 0 -1 4 3线
大额广点通1 app 发标未成交 APP APP信息流 13 2018-07-31 4无学历 wb 0 4 APP 2发标未成交 NA 350 36 missing 18 1 1 NA NA NA NA NA NA NA NA NA NA 4 6线及以下
资产大额秋成科技二 app 纯新 APP APP贷超 10 2018-08-08 4无学历 gjj 0 9 APP 5纯新 638.33 603 43 15k-30k 24 0 0 80000 42000 7 0 2772 21217 2 0 0 1 2 5线
广点通 app 发标未成交 APP APP信息流 2 2018-08-03 4无学历 wb 2 4 APP 2发标未成交 647 577 38 15k-30k 11 7 0 NA NA NA NA NA NA NA NA NA NA 1 5线
广点通 app 发标未成交 APP APP信息流 3 2018-08-13 4无学历 tb 0 2 APP 2发标未成交 653.06 636 44 missing 37 0 0 NA NA NA NA NA NA NA NA NA NA 3 3线
大额广点通 app 发标未成交 APP APP信息流 3 2018-07-23 3专科 tb 0 9 APP 2发标未成交 NA 715 68 05k-08k 55 15 0 NA NA NA NA NA NA NA NA NA NA 4 5线
资产大额秋成科技 app 纯新 APP APP贷超 1 2018-07-24 4无学历 tb 2 8 APP 5纯新 NA 396 20 15k-30k 38 4 1 NA NA NA NA NA NA NA NA NA NA 4 3线
资产大额秋成科技 app 发标未成交 APP APP贷超 1 2018-08-01 4无学历 wb 0 4 APP 2发标未成交 640.33 540 81 missing 49 0 0 NA NA NA NA NA NA NA NA NA NA 2 5线
百融白名单 app 发标未成交 APP APP贷超 4 2018-07-30 3专科 wb -1 0 APP 2发标未成交 571.03 744 27 05k-08k 71 0 0 24000 10000 15 0 4221 17207 3 0 0 2 1 6线及以下
资产大额秋成科技 app 发标未成交 APP APP贷超 12 2018-07-28 4无学历 tb 27 23 APP 2发标未成交 584.46 374 49 0-02k 90 0 0 NA NA NA NA NA NA NA NA NA NA 4 6线及以下
资产大额秋成科技 app 发标未成交 APP APP贷超 -1 2018-07-23 4无学历 xiaoe_m -1 0 M站 2发标未成交 NA 427 76 missing 62 0 0 NA NA NA NA NA NA NA NA NA NA 5 3线
大额广点通 app 发标未成交 APP APP信息流 -1 2018-07-18 2本科 xiaoe_m -1 0 M站 2发标未成交 643.2 NA 69 0-0 10 0 0 NA NA NA NA NA NA NA NA NA NA 2 2线
今日头条大额 app 纯新 APP APP信息流 6 2018-07-18 4无学历 wb 0 1 APP 1戳额无额度 641.05 551 81 missing 32 2 2 NA NA NA NA NA NA NA NA NA NA 2 6线及以下
广点通 app 发标未成交 APP APP信息流 5 2018-08-03 4无学历 wb 0 1 APP 2发标未成交 640.63 528 41 missing 15 0 0 NA NA NA NA NA NA NA NA NA NA 4 4线
广点通 app 发标未成交 APP APP信息流 6 2018-07-30 4无学历 tb 1 7 APP 2发标未成交 642.81 318 40 missing 87 6 3 NA NA NA NA NA NA NA NA NA NA 5 6线及以下
资产大额秋成科技 app 发标未成交 APP APP贷超 2 2018-07-30 4无学历 wb 0 8 APP 2发标未成交 NA 519 37 0-0 24 6 3 7000 29000 2 0 0 1776 3 0 0 0 2 2线
广点通 app 戳额无额度 APP APP信息流 8 2018-07-30 4无学历 tb 0 13 APP 1戳额无额度 NA 489 67 05k-08k 33 0 0 NA NA NA NA NA NA NA NA NA NA 5 4线
资产大额秋成科技 app 发标未成交 APP APP贷超 -1 2018-07-17 4无学历 xiaoe_m -1 0 M站 2发标未成交 NA NA 80 missing NA NA NA NA NA NA NA NA NA NA NA NA NA 5 1线
广点通 app 发标未成交 APP APP信息流 13 2018-08-06 4无学历 wb 0 2 APP 2发标未成交 NA 494 36 missing 4 0 0 NA NA NA NA NA NA NA NA NA NA 5 2线
资产大额秋成科技 app 发标未成交 APP APP贷超 6 2018-07-30 4无学历 tb 0 5 APP 2发标未成交 636.32 408 66 missing 32 0 0 NA NA NA NA NA NA NA NA NA NA 5 5线
资产大额秋成科技二 app 发标未成交 APP APP贷超 20 2018-07-18 4无学历 tb 0 1 APP 2发标未成交 NA 384 85 missing 62 0 16 NA NA NA NA NA NA NA NA NA NA 5 4线
亿玛dsp app 发标未成交 APP APP信息流 -1 2018-08-06 4无学历 xiaoe_m -1 0 M站 2发标未成交 582.91 555 63 missing 25 0 0 NA NA NA NA NA NA NA NA NA NA 5 6线及以下
大额广点通 app 发标未成交 APP APP信息流 -1 2018-07-28 4无学历 xiaoe_m -1 0 M站 2发标未成交 NA 502 51 missing 13 0 0 NA NA NA NA NA NA NA NA NA NA 5 5线
陌陌信息流大额 app 发标未成交 APP APP信息流 10 2018-07-31 4无学历 tb 4 10 APP 2发标未成交 652.44 688 59 02k-05k 57 4 0 NA NA NA NA NA NA NA NA NA NA 5 5线
大额广点通 app 发标未成交 APP APP信息流 -1 2018-07-20 4无学历 xiaoe_m -1 0 M站 2发标未成交 632.13 776 58 missing 63 28 8 NA NA NA NA NA NA NA NA NA NA 2 6线及以下
资产大额秋成科技 app 发标未成交 APP APP贷超 1 2018-08-11 4无学历 wb 0 5 APP 2发标未成交 645.35 486 55 missing 28 3 0 7000 5000 15 0 474 1253 3 0 0 0 4 6线及以下
大额广点通 app 发标未成交 APP APP信息流 17 2018-07-21 4无学历 tb 0 3 APP 2发标未成交 NA 517 56 missing 14 1 0 NA NA NA NA NA NA NA NA NA NA 4 5线
神马SEM大额 app 发标未成交 APP APP信息流 4 2018-07-30 4无学历 wb 0 63 APP 2发标未成交 654.6 NA 55 05k-08k 35 4 4 NA NA NA NA NA NA NA NA NA NA 1 6线及以下
广点通 app 发标未成交 APP APP信息流 4 2018-07-25 4无学历 bb 0 3 APP 2发标未成交 NA 504 66 02k-05k 32 0 0 18000 16000 7 0 744 6363 5 0 0 0 5 5线
广点通 app 发标未成交 APP APP信息流 1 2018-08-06 4无学历 tb 1 3 APP 2发标未成交 635.76 618 58 missing 20 0 0 NA NA NA NA NA NA NA NA NA NA 3 2线
资产大额秋成科技 app 发标未成交 APP APP贷超 3 2018-08-09 4无学历 tb 4 7 APP 2发标未成交 592.73 653 61 0-0 22 7 0 NA NA NA NA NA NA NA NA NA NA 4 5线
广点通 app 发标未成交 APP APP信息流 -1 2018-07-28 4无学历 xiaoe_m -1 0 M站 2发标未成交 NA 528 43 missing 45 8 5 NA NA NA NA NA NA NA NA NA NA 5 3线
原点时空大额 app 戳额无额度 APP APP信息流 9 2018-07-16 4无学历 bb 0 6 APP 1戳额无额度 636.83 801 15 0-02k 30 0 0 NA NA NA NA NA NA NA NA NA NA 5 3线
资产大额秋成科技 app 发标未成交 APP APP贷超 4 2018-08-12 4无学历 wb 0 6 APP 2发标未成交 NA 388 79 02k-05k 73 0 8 NA NA NA NA NA NA NA NA NA NA 2 2线
神马SEM大额 app 发标未成交 APP APP信息流 4 2018-07-19 4无学历 tb 0 2 APP 2发标未成交 632.78 402 77 05k-08k 20 0 0 NA NA NA NA NA NA NA NA NA NA 5 4线
大额广点通 app 发标未成交 APP APP信息流 6 2018-07-23 4无学历 wb 0 1 APP 2发标未成交 NA 356 61 0-0 23 1 0 NA NA NA NA NA NA NA NA NA NA 5 2线
资产大额秋成科技 app 发标未成交 APP APP贷超 3 2018-08-07 4无学历 wb 0 4 APP 2发标未成交 630.38 493 50 02k-05k 5 0 0 NA NA NA NA NA NA NA NA NA NA 5 2线
大额广点通 app 发标未成交 APP APP信息流 4 2018-07-15 4无学历 tb 8 19 APP 2发标未成交 602.25 320 44 missing 78 0 0 NA NA NA NA NA NA NA NA NA NA 5 3线
资产大额秋成科技 app 发标未成交 APP APP贷超 -1 2018-08-09 4无学历 xiaoe_m -1 0 M站 2发标未成交 NA 435 71 missing 75 0 3 NA NA NA NA NA NA NA NA NA NA 4 6线及以下
资产大额秋成科技 app 纯新 APP APP贷超 -1 2018-08-13 4无学历 xiaoe_m 0 0 M站 1戳额无额度 701.22 529 52 05k-08k 9 3 1 NA NA NA NA NA NA NA NA NA NA 3 2线
资产大额秋成科技 app 发标未成交 APP APP贷超 -1 2018-07-31 3专科 xiaoe_m -1 0 M站 2发标未成交 NA 441 21 missing NA NA NA NA NA NA NA NA NA NA NA NA NA 2 6线及以下
广点通 app 发标未成交 APP APP信息流 6 2018-07-19 4无学历 tb 0 5 APP 2发标未成交 636.39 637 69 05k-08k 11 0 1 NA NA NA NA NA NA NA NA NA NA 4 2线
广点通 app 发标未成交 APP APP信息流 4 2018-08-03 4无学历 bb 0 4 APP 2发标未成交 636.95 NA 56 02k-05k 13 0 0 NA NA NA NA NA NA NA NA NA NA 5 2线
神马SEM大额 M 发标未成交 APP M站信息流 9 2018-07-18 4无学历 gxb_m 1 4 M站 2发标未成交 573.94 647 64 0-0 54 0 0 NA NA NA NA NA NA NA NA NA NA NA 5线
资产大额秋成科技 app 发标未成交 APP APP贷超 1 2018-07-29 4无学历 tb 0 5 APP 2发标未成交 691.58 564 66 02k-05k 55 9 4 10000 10516 2 0 790 508 2 0 0 0 3 5线
资产大额秋成科技 app 发标未成交 APP APP贷超 2 2018-08-07 4无学历 bb 2 34 APP 2发标未成交 642.73 440 27 02k-05k 57 0 7 NA NA NA NA NA NA NA NA NA NA 5 2线
今日头条大额 app 发标未成交 APP APP信息流 6 2018-08-11 4无学历 tb 0 4 APP 2发标未成交 636.54 461 50 missing 34 0 4 NA NA NA NA NA NA NA NA NA NA 4 5线
资产大额秋成科技 app 发标未成交 APP APP贷超 4 2018-07-20 4无学历 tb 0 6 APP 2发标未成交 NA 471 62 missing 55 20 2 NA NA NA NA NA NA NA NA NA NA 5 4线
百融白名单 app 纯新 APP APP贷超 9 2018-08-05 4无学历 tb -1 0 APP 2发标未成交 648.16 739 13 missing 34 0 0 NA NA NA NA NA NA NA NA NA NA 3 5线
资产大额秋成科技二 app 发标未成交 APP APP贷超 1 2018-07-25 4无学历 tb 2 8 APP 2发标未成交 NA 712 71 02k-05k 18 0 0 NA NA NA NA NA NA NA NA NA NA 4 2线
原点时空大额 app 发标未成交 APP APP信息流 -1 2018-07-20 4无学历 xiaoe_m -1 0 M站 2发标未成交 NA 817 50 missing 35 2 2 NA NA NA NA NA NA NA NA NA NA 1 1线
资产大额秋成科技 app 发标未成交 APP APP贷超 3 2018-07-29 4无学历 tb 0 7 APP 2发标未成交 628.61 526 22 missing 47 0 4 NA NA NA NA NA NA NA NA NA NA 5 3线
神马SEM大额 app 发标未成交 APP APP信息流 10 2018-07-20 4无学历 wb 0 1 APP 2发标未成交 NA 481 68 02k-05k 22 1 0 NA NA NA NA NA NA NA NA NA NA 1 5线
广点通 app 发标未成交 APP APP信息流 10 2018-08-13 4无学历 tb -1 3 APP 2发标未成交 NA 677 69 missing 51 0 0 NA NA NA NA NA NA NA NA NA NA 5 5线
资产大额秋成科技 app 发标未成交 APP APP贷超 2 2018-07-24 4无学历 wb 0 3 APP 2发标未成交 549.94 413 63 0-0 90 0 0 NA NA NA NA NA NA NA NA NA NA 4 1线
百融白名单 app 纯新 APP APP贷超 1 2018-08-09 4无学历 wb -1 0 APP 2发标未成交 NA NA 19 0-0 43 0 0 30000 20000 12 0 0 1499 4 0 0 1 2 3线
广点通 app 发标未成交 APP APP信息流 7 2018-08-13 4无学历 tb 0 1 APP 2发标未成交 516.1 468 50 missing 55 0 0 NA NA NA NA NA NA NA NA NA NA 4 6线及以下
大额优借 app 发标未成交 APP APP贷超 1 2018-08-01 4无学历 tb 0 8 APP 2发标未成交 637.87 532 84 02k-05k 68 16 7 NA NA NA NA NA NA NA NA NA NA 2 4线
资产大额秋成科技 app 发标未成交 APP APP贷超 1 2018-08-12 3专科 tb 0 6 APP 2发标未成交 638.29 399 54 02k-05k 78 0 0 NA NA NA NA NA NA NA NA NA NA 4 3线
资产大额秋成科技 app 发标未成交 APP APP贷超 19 2018-08-10 4无学历 wb 0 10 APP 2发标未成交 NA 399 64 05k-08k 30 1 1 NA NA NA NA NA NA NA NA NA NA 5 6线及以下
百融白名单 app 发标未成交 APP APP贷超 10 2018-08-03 3专科 gjj -1 0 APP 2发标未成交 645.29 432 45 15k-30k 42 0 1 NA NA NA NA NA NA NA NA NA NA 2 6线及以下
百融白名单 app 纯新 APP APP贷超 2 2018-08-08 4无学历 wb 0 2 APP 5纯新 635.6 617 27 missing 27 0 1 111601 0 2 1833.335 NA 2382 2 0 0 0 3 4线
资产大额秋成科技 app 发标未成交 APP APP贷超 9 2018-07-30 4无学历 wb 1 17 APP 2发标未成交 606.2 438 41 missing 35 0 6 NA NA NA NA NA NA NA NA NA NA 4 6线及以下
神马SEM大额 app 发标未成交 APP APP信息流 5 2018-07-20 4无学历 tb 1 2 APP 2发标未成交 642.49 579 20 02k-05k 34 7 4 NA NA NA NA NA NA NA NA NA NA 4 1线
陌陌信息流大额 app 发标未成交 APP APP信息流 8 2018-07-19 4无学历 tb 0 2 APP 2发标未成交 641.31 624 73 missing 40 5 4 NA NA NA NA NA NA NA NA NA NA 4 5线
广点通 app 发标未成交 APP APP信息流 -1 2018-07-20 4无学历 xiaoe_m -1 0 M站 2发标未成交 637.81 527 35 missing 43 10 8 NA NA NA NA NA NA NA NA NA NA 4 1线
原点时空大额 app 发标未成交 APP APP信息流 2 2018-07-24 4无学历 tb 0 1 APP 2发标未成交 660.69 510 57 05k-08k 23 0 0 83010 20000 10 0 6967 7976 1 0 0 13 2 2线
广点通 app 发标未成交 APP APP信息流 -1 2018-07-30 4无学历 xiaoe_m -1 0 M站 2发标未成交 645.59 658 59 02k-05k 23 3 3 NA NA NA NA NA NA NA NA NA NA 5 2线
百融白名单 app 发标未成交 APP APP贷超 4 2018-07-28 4无学历 tb 0 4 APP 2发标未成交 596.78 511 45 missing 31 1 1 -1 2000 -1 0 274 NA 1 0 0 -1 4 5线
原点时空大额 app 有额未发标 APP APP信息流 1 2018-07-22 3专科 tb 3 5 APP 4有额未发标 671.65 NA 21 02k-05k 15 0 0 NA NA NA NA NA NA NA NA NA NA 1 6线及以下
广点通 app 发标未成交 APP APP信息流 1 2018-08-01 3专科 wb 0 1 APP 2发标未成交 646.99 572 82 02k-05k 3 0 0 NA NA NA NA NA NA NA NA NA NA 1 4线
百融白名单 app 发标未成交 APP APP贷超 3 2018-08-05 2本科 gjj 0 4 APP 2发标未成交 736.67 725 77 0-0 43 6 3 NA NA NA NA NA NA NA NA NA NA 1 2线
资产大额秋成科技 app 发标未成交 APP APP贷超 -1 2018-07-31 4无学历 xiaoe_m -1 0 M站 2发标未成交 NA 567 70 missing NA NA NA NA NA NA NA NA NA NA NA NA NA 4 1线
神马SEM大额 app 发标未成交 APP APP信息流 7 2018-07-27 4无学历 tb 0 1 APP 2发标未成交 NA 712 47 missing 22 0 0 NA NA NA NA NA NA NA NA NA NA 5 1线
资产大额秋成科技 app 发标未成交 APP APP贷超 17 2018-07-30 4无学历 wb 0 7 APP 2发标未成交 638.74 746 86 0-0 53 0 0 NA NA NA NA NA NA NA NA NA NA 5 1线
资产大额秋成科技 app 发标未成交 APP APP贷超 -1 2018-07-30 4无学历 xiaoe_m -1 0 M站 2发标未成交 NA 582 48 missing 25 0 0 NA NA NA NA NA NA NA NA NA NA 5 5线
今日头条大额 app 纯新 APP APP信息流 1 2018-07-23 2本科 wb 0 1 APP 5纯新 NA 686 29 15k-30k 14 0 0 140000 134900 17 2139.8333333333 15639 41624 3 0 0 1 1 6线及以下
资产大额秋成科技 app 发标未成交 APP APP贷超 -1 2018-07-21 2本科 xiaoe_m -1 0 M站 2发标未成交 NA 829 18 missing 0 NA NA NA NA NA NA NA NA NA NA NA NA 1 3线
广点通 app 发标未成交 APP APP信息流 3 2018-08-05 4无学历 wb 0 5 APP 2发标未成交 NA NA 36 05k-08k 8 0 0 30000 -1 14 -1 NA 3821 4 0 0 0 3 6线及以下
资产大额秋成科技 app 发标未成交 APP APP贷超 -1 2018-08-12 4无学历 xiaoe_m 1 0 M站 2发标未成交 643.71 554 83 0-0 15 0 0 NA NA NA NA NA NA NA NA NA NA 5 3线
大额优借 app 纯新 APP APP贷超 8 2018-08-13 4无学历 tb 0 3 APP 1戳额无额度 NA 388 72 missing 13 0 0 NA NA NA NA NA NA NA NA NA NA 5 4线
今日头条大额2 app 发标未成交 APP APP信息流 1 2018-07-25 4无学历 wb 0 2 APP 2发标未成交 NA 398 68 02k-05k 34 3 3 NA NA NA NA NA NA NA NA NA NA 5 1线
广点通 app 发标未成交 APP APP信息流 11 2018-08-09 4无学历 tb 0 15 APP 2发标未成交 644.17 548 39 missing 65 0 0 NA NA NA NA NA NA NA NA NA NA 5 4线
资产大额秋成科技 app 发标未成交 APP APP贷超 5 2018-07-28 4无学历 wb 0 6 APP 2发标未成交 641.4 693 61 02k-05k 47 0 0 NA NA NA NA NA NA NA NA NA NA 3 5线
大额广点通 app 发标未成交 APP APP信息流 3 2018-07-17 3专科 tb 0 10 APP 2发标未成交 606.41 465 70 15k-30k 19 0 0 NA NA NA NA NA NA NA NA NA NA 3 6线及以下
今日头条大额2 app 发标未成交 APP APP信息流 2 2018-08-13 4无学历 tb 0 5 APP 2发标未成交 638 668 42 05k-08k 44 0 0 -1 -1 -1 -1 2893 3028 -1 0 0 -1 3 2线
资产大额秋成科技二 app 发标未成交 APP APP贷超 6 2018-08-08 4无学历 wb 0 16 APP 2发标未成交 641.3 591 72 missing 44 0 0 NA NA NA NA NA NA NA NA NA NA 5 2线
大额优借 app 纯新 APP APP贷超 13 2018-07-26 4无学历 tb 0 1 APP 5纯新 632.27 444 34 0-02k 29 2 1 NA NA NA NA NA NA NA NA NA NA 5 6线及以下
大额广点通 app 发标未成交 APP APP信息流 16 2018-07-18 4无学历 wb 0 3 APP 2发标未成交 NA 461 44 missing 2 0 0 NA NA NA NA NA NA NA NA NA NA 5 4线
资产大额秋成科技 app 纯新 APP APP贷超 11 2018-08-04 4无学历 gjj 0 1 APP 5纯新 692.02 617 58 08k-15k 21 1 1 NA NA NA NA NA NA NA NA NA NA 3 5线
大额广点通 app 发标未成交 APP APP信息流 7 2018-07-17 4无学历 wb 0 4 APP 2发标未成交 695.37 556 38 0-02k 51 0 5 NA NA NA NA NA NA NA NA NA NA 3 2线
